DateTime,Global_active_power,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Voltage,Global_intensity,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU,Sub_metering_remainder
2007-02-24,714.9219999999999,122.202,0.0,363.0,3562.0,239.86310416666666,2.085833333333333,8.4117,13.333,6.5,3.0,0.0,7990.367
2007-02-25,501.74,113.73599999999999,0.0,329.0,1660.0,241.6815486111111,1.4622222222222225,8.4117,13.333,6.5,3.0,0.0,6373.333
2007-02-26,568.484,108.28,0.0,331.0,2830.0,241.2735902777778,1.6588888888888886,8.4117,13.333,6.5,3.0,0.0,6313.733
2007-02-27,518.112,113.20400000000001,0.0,314.0,1924.0,242.94427083333332,1.5245833333333334,8.4117,13.333,6.5,3.0,0.0,6397.2
2007-02-28,520.774,113.372,0.0,340.0,1973.0,242.15959027777777,1.5284722222222222,8.4117,13.333,6.5,3.0,0.0,6366.567
2007-03-01,517.5640000000001,107.62799999999999,0.0,316.0,1980.0,241.32140277777773,1.508888888888889,4.3217,12.833,2.667,0.0,0.0,6330.067
2007-03-02,515.6880000000001,107.00799999999998,0.0,340.0,1969.0,240.59159722222225,1.5068055555555557,4.3217,12.833,2.667,0.0,0.0,6285.8
2007-03-03,819.122,134.99200000000002,0.0,347.0,4597.0,241.2880833333333,2.401111111111111,4.3217,12.833,2.667,0.0,0.0,8708.033
2007-03-04,2090.7000000000003,175.68200000000002,1476.0,8711.0,9408.0,240.02979861111115,6.158194444444444,4.3217,12.833,2.667,0.0,0.0,15250.0
2007-03-05,2660.332,205.95600000000002,5727.0,12109.0,10026.0,240.03090972222222,7.840277777777778,4.3217,12.833,2.667,0.0,0.0,16476.867
2007-03-06,1246.5,186.148,0.0,1740.0,4700.0,240.98806944444442,3.6956944444444444,4.3217,12.833,2.667,0.0,0.0,14335.0
2007-03-07,2375.206,171.2,1076.0,4761.0,15513.0,240.32356250000004,6.935,4.3217,12.833,2.667,0.0,0.0,18236.767
2007-03-08,1572.132,187.404,2180.0,3385.0,6655.0,240.6654236111111,4.6651388888888885,4.3217,12.833,2.667,0.0,0.0,13982.2
2007-03-09,1272.612,119.238,1093.0,345.0,8631.0,240.88846527777778,3.73125,4.3217,12.833,2.667,0.0,0.0,11141.2
2007-03-10,2484.712,243.52800000000002,4130.0,5422.0,10979.0,239.80283333333335,7.341944444444445,4.3217,12.833,2.667,0.0,0.0,20880.867
2007-03-11,3480.636,173.374,4810.0,3420.0,9500.0,240.00729166666667,10.121527777777779,4.3217,12.833,2.667,0.0,0.0,40280.6
2007-03-12,1950.6680000000001,134.422,1403.0,2841.0,12353.0,240.55871527777776,5.728472222222222,4.3217,12.833,2.667,0.0,0.0,15914.133
2007-03-13,1290.144,126.71799999999999,1350.0,3859.0,5323.0,240.89796527777779,3.8056944444444443,4.3217,12.833,2.667,0.0,0.0,10970.4
2007-03-14,1793.3639999999998,157.522,3485.0,480.0,8607.0,240.77729166666666,5.2675,4.3217,12.833,2.667,0.0,0.0,17317.4
2007-03-15,1884.8139999999999,159.326,0.0,3263.0,11036.0,240.28049305555558,5.523194444444445,4.3217,12.833,2.667,0.0,0.0,17114.567
2007-03-16,1702.054,130.208,1106.0,4604.0,5370.0,239.52713194444445,4.992361111111111,4.3217,12.833,2.667,0.0,0.0,17287.567
2007-03-17,2028.0899999999997,127.068,2208.0,359.0,12275.0,238.22465277777778,5.946111111111111,4.3217,12.833,2.667,0.0,0.0,18959.5
2007-03-18,2371.046,241.45000000000002,6564.0,7369.0,5856.0,241.04781944444449,7.007916666666667,4.3217,12.833,2.667,0.0,0.0,19728.433
2007-03-19,2152.518,144.764,1648.0,2686.0,14118.0,240.49709027777777,6.281944444444444,4.3217,12.833,2.667,0.0,0.0,17423.3
2007-03-20,2086.228,164.87,3745.0,2837.0,11255.0,240.81563888888886,6.151249999999999,4.3217,12.833,2.667,0.0,0.0,16933.467
2007-03-21,2142.0919999999996,142.82999999999998,1865.0,4133.0,12335.0,240.98664583333334,6.237222222222221,4.3217,12.833,2.667,0.0,0.0,17368.533
2007-03-22,1454.9779999999998,113.82600000000001,353.0,736.0,10462.0,241.7635277777778,4.223055555555556,4.3217,12.833,2.667,0.0,0.0,12698.633
2007-03-23,1309.008,119.488,1127.0,777.0,8369.0,241.64547916666666,3.803750000000001,4.3217,12.833,2.667,0.0,0.0,11543.8
2007-03-24,2968.43,191.024,3707.0,5797.0,16382.0,239.7044722222222,8.703333333333333,4.3217,12.833,2.667,0.0,0.0,23587.833
2007-03-25,3336.124,235.972,4630.0,3600.0,9358.0,240.0327588603197,9.722307157748437,4.3217,12.833,2.667,0.0,0.0,38014.067
2007-03-26,1416.0819999999999,160.966,1088.0,344.0,9096.0,241.3368125,4.183055555555555,4.3217,12.833,2.667,0.0,0.0,13073.367
2007-03-27,1105.14,151.726,0.0,3019.0,3697.0,240.60197916666664,3.296527777777778,4.3217,12.833,2.667,0.0,0.0,11703.0
2007-03-28,2333.898,196.51800000000003,1122.0,8527.0,13888.0,240.4446111111111,6.854583333333332,4.3217,12.833,2.667,0.0,0.0,15361.3
2007-03-29,1590.406,198.69600000000003,1162.0,460.0,10724.0,240.53668749999997,4.676805555555556,4.3217,12.833,2.667,0.0,0.0,14160.767
2007-03-30,1402.3939999999998,181.128,1094.0,468.0,8217.0,241.03922916666667,4.189583333333333,4.3217,12.833,2.667,0.0,0.0,13594.233
2007-03-31,3509.51,231.50400000000005,2620.0,7707.0,17682.0,239.26077083333334,10.264722222222222,4.3217,12.833,2.667,0.0,0.0,30482.833
2007-04-01,2785.952,202.55200000000002,4629.0,5401.0,19509.0,240.02448611111112,8.149444444444443,1.0567,1.0,0.833,0.667,0.0,16893.533
2007-04-02,1960.7779999999998,174.336,1755.0,970.0,16641.0,240.46011805555557,5.71263888888889,1.0567,1.0,0.833,0.667,0.0,13313.633
2007-04-03,1642.82,168.76000000000002,3630.0,1042.0,7637.0,240.50495833333335,4.84625,1.0567,1.0,0.833,0.667,0.0,15071.333
2007-04-04,2051.8680000000004,172.318,3434.0,420.0,14748.0,240.33178472222218,5.98625,1.0567,1.0,0.833,0.667,0.0,15595.8
2007-04-05,1844.078,244.53799999999998,1086.0,4277.0,10523.0,241.1731041666667,5.491527777777777,1.0567,1.0,0.833,0.667,0.0,14848.633
2007-04-06,1601.1399999999999,143.214,0.0,5466.0,9166.0,241.18445138888887,4.688611111111111,1.0567,1.0,0.833,0.667,0.0,12053.667
2007-04-07,1553.924,138.73,1127.0,3111.0,5923.0,240.37859027777782,4.564583333333332,1.0567,1.0,0.833,0.667,0.0,15737.733
2007-04-08,1608.8160000000003,135.882,0.0,485.0,3545.0,240.3491805555555,4.71986111111111,1.0567,1.0,0.833,0.667,0.0,22783.6
2007-04-09,1000.9200000000001,160.11,2667.0,514.0,3801.0,240.55048611111113,2.974583333333333,1.0567,1.0,0.833,0.667,0.0,9700.0
2007-04-10,777.3639999999999,148.94,209.0,742.0,2572.0,240.8137013888889,2.3473611111111112,1.0567,1.0,0.833,0.667,0.0,9433.067
2007-04-11,887.482,192.446,0.0,1112.0,6421.0,241.1548263888889,2.61875,1.0567,1.0,0.833,0.667,0.0,7258.367
2007-04-12,537.706,147.812,0.0,541.0,1818.0,240.25606249999998,1.5979166666666667,1.0567,1.0,0.833,0.667,0.0,6602.767
2007-04-13,551.022,151.64,0.0,558.0,1988.0,240.05048611111107,1.6433333333333333,1.0567,1.0,0.833,0.667,0.0,6637.7
2007-04-14,554.268,155.61,0.0,578.0,2008.0,240.31314583333332,1.6513888888888888,1.0567,1.0,0.833,0.667,0.0,6651.8
2007-04-15,726.164,171.544,0.0,1026.0,2893.0,240.23668749999996,2.186527777777777,1.0567,1.0,0.833,0.667,0.0,8183.733
2007-04-16,952.39,186.074,952.0,1305.0,4656.0,240.6571388888889,2.8724999999999996,1.0567,1.0,0.833,0.667,0.0,8960.167
2007-04-17,1223.734,218.354,1532.0,389.0,6199.0,240.19566666666668,3.690833333333333,1.0567,1.0,0.833,0.667,0.0,12275.567
2007-04-18,998.2460000000001,165.224,1579.0,355.0,3430.0,240.14677777777777,2.9954166666666664,1.0567,1.0,0.833,0.667,0.0,11273.433
2007-04-19,1028.658,149.66,733.0,1605.0,5748.0,240.4298402777778,3.055833333333333,1.0567,1.0,0.833,0.667,0.0,9058.3
2007-04-20,822.58,145.64600000000002,1069.0,360.0,3499.0,240.13289583333332,2.494861111111111,1.0567,1.0,0.833,0.667,0.0,8781.667
2007-04-21,1673.6560000000004,212.658,6575.0,463.0,11129.0,239.21323611111112,5.035694444444444,1.0567,1.0,0.833,0.667,0.0,9727.267
2007-04-22,2233.714,267.194,4264.0,2287.0,11102.0,239.60888194444448,6.688472222222222,1.0567,1.0,0.833,0.667,0.0,19575.567
2007-04-23,1054.566,135.64000000000001,1402.0,506.0,6005.0,237.23564583333334,3.264166666666666,1.0567,1.0,0.833,0.667,0.0,9663.1
2007-04-24,1032.1,135.264,1125.0,527.0,6680.0,235.3449236111111,3.1448611111111116,1.0567,1.0,0.833,0.667,0.0,8869.667
2007-04-25,1264.162,164.736,0.0,1469.0,8812.0,234.94111111111113,3.858055555555556,1.0567,1.0,0.833,0.667,0.0,10788.367
2007-04-26,1275.466,163.606,1324.0,1845.0,7163.0,234.78729861111108,3.9237500000000005,1.0567,1.0,0.833,0.667,0.0,10925.767
2007-04-27,1094.3319999999999,161.928,1772.0,545.0,4756.0,235.21616666666668,3.3125,1.0567,1.0,0.833,0.667,0.0,11165.867
2007-04-28,22.738,2.8600000000000003,0.0,18.0,0.0,233.98619047619047,4.6380952380952385,1.0567,1.0,0.833,0.667,0.0,360.967
2007-04-29,0.0,0.0,0.0,0.0,0.0,,,1.0567,1.0,0.833,0.667,0.0,0.0
2007-04-30,420.82199999999995,71.718,1214.0,500.0,1131.0,234.8700347222222,3.2392361111111105,1.0567,1.0,0.833,0.667,0.0,4168.7
2007-05-01,1663.8580000000002,181.608,4005.0,995.0,8546.0,234.67870138888887,5.073333333333333,8.136700000000001,13.0,6.667,2.333,0.0,14184.967
2007-05-02,1003.4860000000001,160.092,7.0,1490.0,3754.0,235.58207638888894,3.1415277777777777,8.136700000000001,13.0,6.667,2.333,0.0,11473.767
2007-05-03,1090.238,150.942,1906.0,1725.0,7836.0,235.1348888888889,3.307638888888889,8.136700000000001,13.0,6.667,2.333,0.0,6703.633
2007-05-04,998.1279999999999,174.74,2259.0,538.0,3990.0,235.71019444444443,3.0780555555555558,8.136700000000001,13.0,6.667,2.333,0.0,9848.467
2007-05-05,1563.0520000000001,174.10200000000003,2913.0,2493.0,11303.0,235.03502083333333,4.736111111111111,8.136700000000001,13.0,6.667,2.333,0.0,9341.867
2007-05-06,2102.104,182.33599999999998,3215.0,949.0,10095.0,234.4096527777778,6.409027777777778,8.136700000000001,13.0,6.667,2.333,0.0,20776.067
2007-05-07,1643.6639999999998,168.918,946.0,4935.0,9433.0,234.5369722222222,4.980972222222222,8.136700000000001,13.0,6.667,2.333,0.0,12080.4
2007-05-08,1789.2920000000001,181.612,4581.0,2011.0,8777.0,234.9062361111111,5.356388888888888,8.136700000000001,13.0,6.667,2.333,0.0,14452.533
2007-05-09,1665.7359999999999,183.48399999999998,3018.0,5631.0,9474.0,234.87372222222226,5.056111111111111,8.136700000000001,13.0,6.667,2.333,0.0,9639.267
2007-05-10,707.884,168.314,946.0,534.0,3261.0,235.79625694444442,2.2068055555555555,8.136700000000001,13.0,6.667,2.333,0.0,7057.067
2007-05-11,979.154,132.096,926.0,491.0,6471.0,235.22975694444443,3.027638888888889,8.136700000000001,13.0,6.667,2.333,0.0,8431.233
2007-05-12,1441.566,209.17200000000003,2247.0,1075.0,10408.0,234.72290277777776,4.360555555555555,8.136700000000001,13.0,6.667,2.333,0.0,10296.1
2007-05-13,1634.7379999999998,220.67000000000002,3612.0,2414.0,8958.0,235.7087083333333,4.969166666666665,8.136700000000001,13.0,6.667,2.333,0.0,12261.633
2007-05-14,1467.782,298.552,3176.0,2417.0,5517.0,235.69006944444442,4.574166666666667,8.136700000000001,13.0,6.667,2.333,0.0,13353.033
2007-05-15,904.392,111.18200000000002,0.0,408.0,5318.0,235.61199305555556,2.733333333333334,8.136700000000001,13.0,6.667,2.333,0.0,9347.2
2007-05-16,1692.944,135.894,2213.0,5756.0,9077.0,235.26081250000001,5.071805555555556,8.136700000000001,13.0,6.667,2.333,0.0,11169.733
2007-05-17,1231.816,131.188,1014.0,2073.0,7687.0,235.86845833333334,3.720972222222222,8.136700000000001,13.0,6.667,2.333,0.0,9756.267
2007-05-18,1631.53,171.258,3270.0,3913.0,8116.0,235.9945972222222,4.876666666666666,8.136700000000001,13.0,6.667,2.333,0.0,11893.167
2007-05-19,1429.442,167.858,4683.0,530.0,7022.0,234.94472222222223,4.319305555555555,8.136700000000001,13.0,6.667,2.333,0.0,11589.033
2007-05-20,1968.328,187.53199999999998,5420.0,1733.0,7611.0,235.34811805555557,5.941527777777777,8.136700000000001,13.0,6.667,2.333,0.0,18041.467
2007-05-21,1120.062,117.28,0.0,468.0,9060.0,234.6919097222222,3.338611111111111,8.136700000000001,13.0,6.667,2.333,0.0,9139.7
2007-05-22,1132.8519999999999,128.916,931.0,3966.0,3984.0,235.48057638888892,3.3998611111111114,8.136700000000001,13.0,6.667,2.333,0.0,9999.867
2007-05-23,1464.9360000000001,165.87800000000001,956.0,3792.0,8119.0,234.81249305555554,4.3975,8.136700000000001,13.0,6.667,2.333,0.0,11548.6
2007-05-24,1154.388,135.56,955.0,4116.0,4746.0,235.54606249999998,3.462083333333333,8.136700000000001,13.0,6.667,2.333,0.0,9422.8
2007-05-25,1614.2200000000003,174.588,8060.0,586.0,6539.0,234.44720138888886,4.863472222222222,8.136700000000001,13.0,6.667,2.333,0.0,11718.667
2007-05-26,1512.248,174.24,2373.0,2754.0,8628.0,235.0698888888889,4.562777777777778,8.136700000000001,13.0,6.667,2.333,0.0,11449.133
2007-05-27,2153.808,219.894,4366.0,5534.0,10444.0,234.90843750000002,6.506527777777778,8.136700000000001,13.0,6.667,2.333,0.0,15552.8
2007-05-28,1637.4679999999998,151.10000000000002,4554.0,473.0,9586.0,234.90657638888888,4.921944444444444,8.136700000000001,13.0,6.667,2.333,0.0,12678.133
2007-05-29,1061.34,113.244,0.0,1907.0,4332.0,235.6943472222222,3.2072222222222226,8.136700000000001,13.0,6.667,2.333,0.0,11450.0
2007-05-30,1609.866,147.058,2250.0,5948.0,7804.0,234.83139583333332,4.8284722222222225,8.136700000000001,13.0,6.667,2.333,0.0,10829.1
2007-05-31,938.55,129.586,935.0,477.0,3552.0,235.09652777777777,2.791805555555556,8.136700000000001,13.0,6.667,2.333,0.0,10678.5
2007-06-01,1044.918,143.18200000000002,0.0,483.0,7664.0,235.32332175121613,3.135649756775539,4.5466999999999995,10.333,4.0,0.667,0.0,9268.3
2007-06-02,1484.362,166.108,3971.0,1250.0,7633.0,234.4690277777778,4.474027777777778,4.5466999999999995,10.333,4.0,0.667,0.0,11885.367
2007-06-03,2108.026,182.458,4985.0,7529.0,8334.0,234.76237499999996,6.352916666666666,4.5466999999999995,10.333,4.0,0.667,0.0,14285.767
2007-06-04,911.6179999999999,223.192,1585.0,836.0,4533.0,234.7480694444444,2.822222222222222,4.5466999999999995,10.333,4.0,0.667,0.0,8239.633
2007-06-05,1458.892,255.692,4484.0,1027.0,6448.0,234.69276388888886,4.465138888888889,4.5466999999999995,10.333,4.0,0.667,0.0,12355.867
2007-06-06,1693.638,231.06000000000003,3329.0,829.0,11663.0,234.62163307852674,5.108825573314801,4.5466999999999995,10.333,4.0,0.667,0.0,12406.3
2007-06-07,985.0020000000001,172.334,985.0,699.0,3959.0,234.47880555555554,2.9823611111111115,4.5466999999999995,10.333,4.0,0.667,0.0,10773.7
2007-06-08,2148.046,229.732,2799.0,11440.0,11380.0,236.19744444444444,6.448194444444446,4.5466999999999995,10.333,4.0,0.667,0.0,10181.767
2007-06-09,1059.814,226.656,852.0,596.0,6590.0,240.70545649072753,3.2562054208273894,4.5466999999999995,10.333,4.0,0.667,0.0,9625.567
2007-06-10,1340.812,239.09199999999998,4202.0,1924.0,5983.0,240.84428472222223,4.005694444444445,4.5466999999999995,10.333,4.0,0.667,0.0,10237.867
2007-06-11,794.654,194.63400000000001,0.0,487.0,5328.0,240.85675000000003,2.4179166666666667,4.5466999999999995,10.333,4.0,0.667,0.0,7429.233
2007-06-12,918.766,216.41600000000003,1882.0,475.0,3898.0,240.2248958333333,2.8586111111111117,4.5466999999999995,10.333,4.0,0.667,0.0,9057.767
2007-06-13,927.2719999999999,208.26000000000002,957.0,857.0,5216.0,240.39760416666667,2.8175000000000003,4.5466999999999995,10.333,4.0,0.667,0.0,8424.533
2007-06-14,1259.084,231.696,3322.0,2147.0,7054.0,239.84778472222223,3.783333333333333,4.5466999999999995,10.333,4.0,0.667,0.0,8461.733
2007-06-15,989.604,251.762,2269.0,4011.0,4547.0,240.46438194444443,3.0662499999999997,4.5466999999999995,10.333,4.0,0.667,0.0,5666.4
2007-06-16,2017.7620000000002,307.558,3289.0,4498.0,11108.0,239.5016944444444,5.975,4.5466999999999995,10.333,4.0,0.667,0.0,14734.367
2007-06-17,1947.0900000000001,239.81400000000002,4124.0,5038.0,8734.0,240.21918055555554,5.7693055555555555,4.5466999999999995,10.333,4.0,0.667,0.0,14555.5
